                   x               etebin            etedbinev           eteparabin        eteparabindev           eteperpbin        eteperpbindev               rogbin            rogbindev
 l=         100
                   1    51.58329589801490     5.70880614368845     0.67858983999888     0.15108972250949    51.55978928044487     5.71796040887422    34.20009640712667     2.18998147372188
                   2    49.83660221762504     3.52303999892738     0.81135920900146     0.23803559559981    49.81018431238837     3.53829812156093    33.94688226879218     2.11266377367231
                   3    54.02452935169851     6.72748293928999     1.03688438191272     0.29870465156066    53.98973452445519     6.74783216116487    37.14972362275441     1.19012686322582
                   4    54.85854101063446     3.96135954787911     1.08771268082505     0.22673128070579    54.83377236774174     3.96735623911866    36.37323712054921     1.69463287321528
                   5    50.20876426970732     4.92958048717269     1.06874324294480     0.25962760838368    50.16919212713032     4.94631597134489    34.86842558067300     1.92608240106943
                   6    53.23878921958675     6.32709257144610     0.93737278114055     0.23045117220345    53.20587116607049     6.34817748394979    35.12495232615669     2.45574325181432
                   7    49.15993372470244     3.24102190473899     0.90160101334788     0.20688901352888    49.11896188721124     3.25354161501913    34.28329164076012     1.59594952067830
                   8    50.45649616603786     4.50931760828298     0.94344277569061     0.29934131489887    50.42648995811363     4.52457180476541    34.19933074466442     1.34970253987135
                   9    51.71596240458283     3.60807140927720     0.99397480947831     0.26201499013845    51.69057267397501     3.61605073087140    36.58706850512180     2.20770182831224
                  10    49.80199406150268     6.02193134112208     0.86929798163429     0.21522336938774    49.77348519033438     6.03861839974451    35.15921299964597     2.23512079943556
                  11    51.88792408027088     4.24101618722977     1.05052072230069     0.34829441846181    51.84857746316001     4.25772403011461    37.58756437105560     1.82388616458195
                  12    54.11785560676723     5.97834599009185     0.93000821444660     0.35639024455014    54.08767999665679     5.99789807435457    35.01989501673615     2.08334324711590
                  13    51.83741013300259     4.93901646516705     0.96607850809270     0.25022949194356    51.79697765579846     4.94497822714663    33.50018793802630     1.37282842188180
                  14    52.95552836155282     6.09555066711907     0.95012911880652     0.28771076115550    52.91764922160073     6.11555212656792    33.37685131987636     1.29641719423250
                  15    51.27997059713487     5.01427049515433     0.85166033427515     0.28827538587674    51.25696226767585     5.02577890522913    36.93446128084641     1.53816246149282
                  16    51.86817860513228     5.85197742417811     0.96365896701866     0.21675348529334    51.84189063199311     5.86130322140078    37.33757018208109     1.45853467147636
                  17    53.23570387186275     5.97160805548865     0.92859071235828     0.20680096643119    53.20985548314815     5.97863456534500    34.66648694020576     2.25759430469685
                  18    51.86650117971056     4.58139859525792     0.99205928091990     0.24582311151334    51.83914251925366     4.58679489900436    35.88244782214868     1.93195939947995
                  19    49.78717704093280     6.12415684278176     0.82758271875979     0.21878989960632    49.76209496719256     6.13409735579522    34.40303610098141     1.16004437235713
                  20    50.82171189012296     4.53867733290037     0.99621411231788     0.23090033828625    50.77682906758569     4.54394701234909    33.01869510070898     1.16167996727367
                  21    49.36481693908477     5.47279206743281     0.96507253422829     0.36213315472882    49.31495818588427     5.50354979235562    34.89360069158105     2.33401615437570
                  22    50.85523911101082     5.42651348769498     0.92550029101707     0.30759625949349    50.81193098160701     5.45573875092036    37.09799033946722     1.71559219399964
                  23    49.89696343849237     5.73005558271475     0.98309549890008     0.31269787751603    49.85977241372785     5.74918859979872    35.71118819789165     1.70112701338371
                  24    53.00219400560862     5.98566723810760     1.08859825603773     0.30359334099984    52.96984759638900     5.99821162546805    36.69323288256651     1.59055918178152
                  25    48.95676551621106     5.37460083507088     1.00549796546156     0.27617702249487    48.92215652154010     5.39376799008778    33.11134915502020     1.31095082390461
                  26    53.41584790936345     4.40412713577417     1.13725018951199     0.23165316291759    53.38763006322474     4.40944956218176    33.58377525028653     1.70710105443746
                  27    51.97408928261324     5.13819582240538     0.88554488941233     0.16950466812130    51.95003992563858     5.14383493991927    36.43205840961208     2.74234366815455
                  28    50.54826545488528     5.04167214142706     1.13174027633394     0.31729161885462    50.48363434506069     5.07185403786078    35.91218072551352     2.13730428447514
