                   x                  sxy                  sxz                  syz                  sxx                  syy                  szz
 l=         100
                   1     0.00066451845584     0.00036921424689    -0.00017162960692     0.37751334037011     0.14782337402506     0.47466328560484
                   2    -0.00004354332873    -0.00110841858033    -0.00039961389202     0.40426015964286     0.13118040095820     0.46455943939894
                   3    -0.00008082790287     0.00060772745493    -0.00068016120476     0.38825288710822     0.14458519338160     0.46716191951018
                   4    -0.00064730327836    -0.00024142930462    -0.00008983250292     0.39036082341577     0.14351290162255     0.46612627496168
                   5     0.00035928000259     0.00079988273741    -0.00013779217105     0.38578109220495     0.14764556139660     0.46657334639846
                   6    -0.00012677762764     0.00018308643396    -0.00014555756874     0.38589419274880     0.14787036023760     0.46623544701360
                   7     0.00049719254913    -0.00062322967277    -0.00052603975555     0.38720231139747     0.14753121601842     0.46526647258411
                   8    -0.00099521523005     0.00034072946524    -0.00030291524243     0.38923936415007     0.14611513633777     0.46464549951215
                   9    -0.00013943506079     0.00037073798266     0.00002659997016     0.38206767935238     0.15289179159829     0.46504052904932
                  10    -0.00042690390819    -0.00109193996336    -0.00054709887135     0.37960752137262     0.15483760763187     0.46555487099551
                  11     0.00031443413709     0.00065781734014    -0.00036685558763     0.40153890725190     0.13031719289475     0.46814389985336
                  12    -0.00061345165558    -0.00006342622330    -0.00019075823980     0.39687376140600     0.13315049177674     0.46997574681726
                  13    -0.00005518742470     0.00040076985212    -0.00029218429041     0.40346599958290     0.12665094711672     0.46988305330037
                  14    -0.00006531358928    -0.00068533440319     0.00016807549225     0.40476832112597     0.12602799248642     0.46920368638761
                  15     0.00022136168136     0.00042359179503    -0.00046163801580     0.39381415061161     0.13725047894090     0.46893537044749
                  16    -0.00033712397440    -0.00026569922041    -0.00006420776658     0.39324553484096     0.13777976853847     0.46897469662057
                  17     0.00003569768756    -0.00021635505684     0.00028822312637     0.40796141420884     0.12033795775927     0.47170062803189
                  18    -0.00044046577810     0.00065993139464    -0.00018553432252     0.40871423077412     0.12041864732150     0.47086712190438
                  19     0.00011670354838    -0.00021894274086     0.00022726214677     0.38145388837816     0.15242461108867     0.46612150053317
                  20    -0.00053040914388     0.00040795491373    -0.00010826566372     0.38690394590398     0.14906552185626     0.46403053223976
                  21     0.00017412734650     0.00016987928058     0.00007100498601     0.38192788149069     0.15302125811706     0.46505086039225
                  22    -0.00058701511063    -0.00069610193151    -0.00008389874304     0.38182908190544     0.15334412156121     0.46482679653335
                  23     0.00003010151223    -0.00053014770983     0.00085145687818     0.38800341477479     0.14733761202717     0.46465897319804
                  24    -0.00044486563910     0.00023255167776     0.00023386321589     0.38712915386962     0.14808010749894     0.46479073863144
                  25     0.00070581557641    -0.00134810470171     0.00011799553450     0.38836336363699     0.14622696703377     0.46540966932924
                  26    -0.00062734487668     0.00141926182039     0.00101126546262     0.38923247208620     0.14591711184842     0.46485041606538
                  27     0.00060947261676     0.00153154732771    -0.00004964550334     0.39439763673375     0.13910249003062     0.46649987323562
                  28    -0.00006821880755    -0.00021223637734     0.00013236090184     0.39048921428131     0.14219264345093     0.46731814226776
                  29     0.00025086088818     0.00028885521225    -0.00028811268011     0.39857842745998     0.13274053543287     0.46868103710715
                  30    -0.00058352403663     0.00100021974426    -0.00024758738501     0.39964526042655     0.13208223546849     0.46827250410497
                  31     0.00070887850212    -0.00026442008298     0.00029666536120     0.37797978261966     0.15705568690086     0.46496453047947
                  32    -0.00021572233647    -0.00084551440487     0.00001595806929     0.38184279765907     0.15421817408506     0.46393902825587
                  33     0.00048670328188    -0.00019359888163     0.00031442987682     0.38125511251780     0.15307110032959     0.46567378715262
                  34    -0.00044809420672     0.00051997019800     0.00045265671153     0.38171797157199     0.15252562997014     0.46575639845787
                  35    -0.00011648893012    -0.00038118907641    -0.00008528687996     0.38147262234867     0.15359515112670     0.46493222652464
                  36     0.00013301071559    -0.00013493204210     0.00015222440122     0.37913551299695     0.15563994599309     0.46522454100996
                  37     0.00023418622561     0.00039056728590    -0.00001883417792     0.38563594691143     0.14904181239707     0.46532224069150
                  38    -0.00051647283375    -0.00052137350364    -0.00043327417136     0.38703112172675     0.14817188161142     0.46479699666183
                  39     0.00003119680746    -0.00218302790817     0.00043254575221     0.37442501640925     0.16278023179439     0.46279475179636
                  40    -0.00023036321694     0.00197429193123    -0.00039250301984     0.37370733058501     0.16324119775081     0.46305147166418
                  41     0.00028226050736    -0.00109165108731    -0.00041042500225     0.39245632196525     0.14123110904911     0.46631256898564
                  42    -0.00080502693557     0.00024411474708     0.00050316156153     0.39066773403124     0.14257068713460     0.46676157883416
                  43     0.00022377445420     0.00068271514437    -0.00050719912741     0.38168628426051     0.15255233106327     0.46576138467622
                  44    -0.00026145801674    -0.00093683359006    -0.00029867853881     0.38452632226867     0.15056946222543     0.46490421550590
                  45     0.00017347420220    -0.00051989099328     0.00065752812677     0.37236306453698     0.16334092046548     0.46429601499754
                  46    -0.00040615972717     0.00012695768926     0.00060921387055     0.37332922469342     0.16299728321314     0.46367349209344
                  47     0.00034893629488     0.00056532992910    -0.00008007712758     0.37803368813309     0.15849169700286     0.46347461486405
                  48    -0.00042174239972    -0.00007086090904    -0.00018076744853     0.37933451323810     0.15780320521517     0.46286228154673
                  49     0.00038170229469     0.00075507743533    -0.00030258198213     0.36922944842708     0.16864600390588     0.46212454766704
                  50     0.00016447332960    -0.00011796982701     0.00017280342759     0.37246700972404     0.16625186023919     0.46128113003676
                  51    -0.00000381973498    -0.00101707327825    -0.00043018113360     0.36518231495972     0.17400856768198     0.46080911735830
                  52     0.00011464842172     0.00195858684005    -0.00004489051321     0.36283175785468     0.17612468476168     0.46104355738364
                  53     0.00009523975919    -0.00240239385553     0.00010370580605     0.38341595450267     0.15251696199102     0.46406708350630
                  54    -0.00024459879592     0.00140936855214     0.00043317612965     0.38326576813865     0.15338097684060     0.46335325502076
                  55     0.00007143002903    -0.00040476329971     0.00024552729217     0.38526231353323     0.14947180436226     0.46526588210450
                  56    -0.00083454081719     0.00090234965196     0.00001845403010     0.38659210826174     0.14877128211795     0.46463660962031
                  57     0.00073410380167     0.00059634822118     0.00045614171337     0.36472210089443     0.17588241304891     0.45939548605666
                  58    -0.00011609496573     0.00019309102115    -0.00014947281517     0.36818096525932     0.17346120323398     0.45835783150669
                  59    -0.00002284615454    -0.00121429596132     0.00033206256697     0.36485600368313     0.17570914059722     0.45943485571964
                  60    -0.00091376732838     0.00088856675521    -0.00013937845820     0.36310692397864     0.17714012427471     0.45975295174665
                  61     0.00005781920864     0.00044425925665    -0.00004564476959     0.37780553759735     0.15975552539648     0.46243893700617
                  62    -0.00070103169122    -0.00174576715206     0.00057742946093     0.37226409962775     0.16452417014821     0.46321173022405
                  63     0.00016518043253     0.00093459342273     0.00046309162238     0.38069983858270     0.15586358697856     0.46343657443873
                  64    -0.00038752018781    -0.00044699973905     0.00018997588049     0.38000240189357     0.15656213606619     0.46343546204024
                  65    -0.00066316613534    -0.00053961606479     0.00026644986693     0.38998452576266     0.14413102937802     0.46588444485932
                  66    -0.00023628389121     0.00096760405280     0.00039913829934     0.38284005332191     0.14981347293912     0.46734647373898
                  67    -0.00007771648305    -0.00019425335904     0.00030758200363     0.40937383790583     0.12002586976427     0.47060029232989
                  68    -0.00011164749017    -0.00003810855748     0.00018694690911     0.40646369046063     0.12221150000233     0.47132480953704
                  69     0.00010588504132     0.00046223943300     0.00047367265366     0.40105424618313     0.12881648280082     0.47012927101605
                  70    -0.00047256555678     0.00061821805379    -0.00008431952540     0.40070533417710     0.12932713244675     0.46996753337614
                  71    -0.00009966038973    -0.00038340835441    -0.00050831597553     0.41330614918967     0.11367673909739     0.47301711171293
                  72    -0.00042648465024    -0.00024510969077    -0.00039015380106     0.41162267062422     0.11477579434935     0.47360153502643
                  73     0.00028686144862     0.00066311351358    -0.00013001510971     0.41842476262125     0.10638783528633     0.47518740209243
                  74    -0.00062913313382     0.00039181144331    -0.00003711935907     0.41997173919146     0.10606597091372     0.47396228989482
                  75     0.00069041137357     0.00113415534560     0.00028317604287     0.40181563407596     0.12781579456850     0.47036857135554
                  76    -0.00042391634878    -0.00149821351681     0.00021092437869     0.40276575366085     0.12709444030484     0.47013980603431
                  77     0.00064825241665     0.00137383072218    -0.00012251424541     0.40952513709621     0.11858693791403     0.47188792498976
                  78    -0.00029027204517    -0.00030310674071    -0.00003088292096     0.40987367964620     0.11851068997346     0.47161563038035
                  79     0.00035748737750    -0.00133265934568    -0.00061910692614     0.39592944861462     0.13470640253268     0.46936414885270
                  80    -0.00040967740196    -0.00049064030437    -0.00008873488828     0.39931360461592     0.13235726066084     0.46832913472325
