                   x          segdensity2          segdensity2          segdensity3          segdensity4          segdensity5          segdensity6          segdensity7          segdensity8
 l=         100 t=   11.419400926604034     
                  67   139.95000000000002   300.80000000000001   366.59000000000003   323.32999999999998   153.00999999999999  3776.63999999999987  4341.81999999999971  5047.85999999999967
                  68   138.36000000000001   301.32999999999998   363.13999999999999   322.35000000000002   150.72000000000000  3814.11999999999989  4331.92000000000007  5028.06000000000040
                  69   213.84999999999999   447.75999999999999   485.13999999999999   425.96000000000004   216.46000000000001  4901.61999999999989  3676.59000000000015  4082.61999999999989
                  70   213.69000000000000   438.31999999999999   483.22000000000003   430.25999999999999   226.69000000000000  4967.48000000000047  3722.13000000000011  3968.21000000000004
                  71   161.74000000000001   318.12000000000000   368.36000000000001   316.65000000000003   154.71000000000001  4299.85999999999967  5130.03999999999996  3700.51999999999998
                  72   164.81999999999999   299.93000000000001   340.36000000000001   302.15000000000003   153.15000000000001  4320.50000000000000  5203.09000000000015  3666.00000000000000
                  73   146.13000000000000   302.00999999999999   362.19000000000000   322.63000000000000   143.97000000000000  3563.63000000000011  4515.55000000000018  5093.89000000000033
                  74   145.03999999999999   312.11000000000001   335.36000000000001   325.32999999999998   151.71000000000001  3604.78999999999996  4524.38000000000011  5051.27999999999975
                  75   209.42000000000002   432.18000000000001   492.67000000000002   440.31999999999999   230.90000000000001  4958.00000000000000  3657.15999999999985  4029.34999999999991
                  76   218.73000000000002   430.80000000000001   491.47000000000003   423.34000000000003   223.36000000000001  5035.82999999999993  3704.43000000000029  3922.03999999999996
                  77   173.52000000000001   306.29000000000002   368.37000000000000   303.68000000000001   156.78000000000000  4239.93000000000029  5199.31999999999971  3702.11000000000013
                  78   154.06000000000000   294.45999999999998   353.75999999999999   303.69000000000000   144.12000000000000  4255.44000000000051  5276.68000000000029  3667.78999999999996
                  79   142.03999999999999   309.06999999999999   357.88000000000000   331.72000000000003   148.14000000000001  3772.76999999999998  4418.21000000000004  4970.17000000000007
                  80   141.99000000000001   309.04000000000002   362.70999999999998   319.87000000000000   152.06000000000000  3762.11999999999989  4451.85999999999967  4950.35000000000036
                  81   217.31000000000000   453.13999999999999   532.68000000000006   433.23000000000002   225.48000000000002  3908.30999999999995  3630.75000000000000  5049.10000000000036
                  82   213.19000000000000   440.06999999999999   520.69000000000005   422.46000000000004   221.00000000000000  3978.72000000000025  3683.51999999999998  4970.35000000000036
                  83   171.90000000000001   312.16000000000003   361.09000000000003   262.81000000000000   151.68000000000001  5300.65999999999985  4198.71000000000004  3690.99000000000024
                  84   160.02000000000001   294.23000000000002   363.49000000000001   242.84000000000000   144.18000000000001  5328.30000000000018  4278.09000000000015  3638.84999999999991
                  85   144.34999999999999   297.44999999999999   353.45999999999998   321.10000000000002   151.03999999999999  3783.67000000000007  5441.67000000000007  3957.26000000000022
                  86   137.38000000000000   305.19000000000000   350.60000000000002   317.05000000000001   161.02000000000001  3765.21000000000004  5450.71000000000004  3962.84000000000015
                  87   215.45000000000002   438.67000000000002   499.29000000000002   432.69000000000000   227.34000000000000  3810.72000000000025  3698.57000000000016  5127.27000000000044
                  88   223.14000000000001   442.48000000000002   491.61000000000001   434.28000000000003   219.14000000000001  3870.15999999999985  3670.43000000000029  5098.76000000000022
                  89   169.71000000000001   301.94999999999999   357.65000000000003   315.49000000000001   149.95000000000002  5223.52000000000044  4250.07999999999993  3681.65000000000009
                  90   160.56999999999999   294.00000000000000   345.22000000000003   317.36000000000001   146.44000000000000  5233.35999999999967  4301.63000000000011  3651.42000000000007
                  91   143.15000000000001   302.32999999999998   355.76999999999998   315.85000000000002   149.91000000000000  3782.18000000000029  5398.38000000000011  4002.43000000000029
                  92   136.09000000000000   315.44000000000000   350.28000000000003   308.13000000000000   154.97000000000000  3775.76999999999998  5428.10999999999967  3981.21000000000004
                  93   210.93000000000001   458.97000000000003   547.93000000000006   432.48000000000002   220.56999999999999  3799.84000000000015  3680.88999999999987  5098.39000000000033
                  94   224.89000000000001   431.69000000000000   536.25999999999999   428.56999999999999   215.03000000000000  3878.57999999999993  3681.90000000000009  5053.07999999999993
                  95   169.37000000000000   308.42000000000002   367.42000000000002   313.26999999999998   155.91000000000000  5403.44999999999982  4030.55000000000018  3701.61000000000013
                  96   161.24000000000001   299.00000000000000   360.47000000000003   305.86000000000001   146.81999999999999  5425.51000000000022  4108.82999999999993  3642.26999999999998
                  97   147.74000000000001   296.70999999999998   350.97000000000003   315.44000000000000   153.84000000000000  3798.00000000000000  5586.82999999999993  3800.47000000000025
                  98   140.18000000000001   311.85000000000002   354.49000000000001   314.36000000000001   154.75999999999999  3769.34999999999991  5626.51000000000022  3778.50000000000000
                  99   217.94000000000000   439.60000000000002   490.13000000000000   418.17000000000002   148.84999999999999  3748.61999999999989  3697.57000000000016  5289.11999999999989
                 100   204.88000000000000   435.26999999999998   484.49000000000001   413.09000000000003   152.99000000000001  3811.90999999999985  3684.90000000000009  5262.47000000000025
                 101   169.50000000000000   306.32999999999998   358.44999999999999   335.30000000000001   222.22000000000000  5331.34000000000015  4019.38000000000011  3707.48000000000002
                 102   163.44000000000000   300.82999999999998   344.19000000000000   335.88000000000000   217.78999999999999  5322.17000000000007  4115.48000000000047  3650.22000000000025
                 103   142.22999999999999   293.07999999999998   356.12000000000000   323.44000000000000   156.15000000000001  3742.21000000000004  5602.65000000000055  3834.11999999999989
                 104   139.94000000000000   297.28000000000003   361.07999999999998   311.00000000000000   149.13000000000000  3716.00000000000000  5633.05000000000018  3842.51999999999998
                 105   213.43000000000001   454.19000000000000   546.66999999999996   408.38000000000000   153.47999999999999  3737.73000000000002  3683.49000000000024  5252.63000000000011
                 106   216.56000000000000   450.22000000000003   527.74000000000001   406.79000000000002   148.99000000000001  3810.03999999999996  3687.71000000000004  5201.94999999999982
                 107   168.25000000000000   310.31000000000000   359.44999999999999   279.59000000000003   226.77000000000001  5385.27000000000044  4019.51000000000022  3700.84999999999991
                 108   161.25999999999999   303.12000000000000   339.50999999999999   277.15000000000003   218.03999999999999  5426.15999999999985  4078.95000000000027  3645.80999999999995
                 109   148.27000000000001   303.97000000000003   361.94000000000000   312.24000000000001   154.09999999999999  3846.40000000000009  4778.06999999999971  4545.01000000000022
                 110   141.81000000000000   296.98000000000002   351.86000000000001   312.62000000000000   149.02000000000001  3836.95000000000027  4808.77999999999975  4551.98000000000047
                 111   166.77000000000001   297.66000000000003   301.63000000000000   310.56999999999999   145.91000000000000  3761.26999999999998  4487.07999999999993  4979.10999999999967
                 112   161.20000000000002   299.09000000000003   305.18000000000001   316.69999999999999   142.56000000000000  3777.63000000000011  4508.34000000000015  4939.30000000000018
                 113   218.94000000000000   448.03000000000003   551.51999999999998   435.30000000000001   232.31999999999999  4348.44000000000051  4064.80000000000018  4150.64999999999964
                 114   218.93000000000001   442.56999999999999   536.13999999999999   427.76999999999998   229.90000000000001  4405.11999999999989  4075.53000000000020  4114.03999999999996
                 115   139.02000000000001   304.99000000000001   353.29000000000002   318.25999999999999   152.63000000000000  4884.56999999999971  4627.92000000000007  3669.32000000000016
                 116   142.14000000000001   298.19999999999999   351.74000000000001   312.54000000000002   147.70000000000002  4870.97000000000025  4682.09000000000015  3644.61999999999989
                 117   164.18000000000001   305.80000000000001   351.06000000000000   314.34000000000003   152.83000000000001  3577.23000000000002  4638.14000000000033  4946.42000000000007
                 118   163.56000000000000   299.04000000000002   353.03000000000003   313.04000000000002   149.34000000000000  3605.15999999999985  4637.23000000000047  4929.60000000000036
                 119   215.87000000000000   407.98000000000002   501.85000000000002   438.00999999999999   218.34000000000000  4851.69000000000051  3659.63999999999987  4156.61999999999989
                 120   211.34999999999999   412.18000000000001   494.10000000000002   434.48000000000002   215.44000000000000  4865.90000000000055  3694.76000000000022  4121.78999999999996
                 121   133.30000000000001   302.80000000000001   355.42000000000002   311.15000000000003   156.93000000000001  4415.52000000000044  5097.38000000000011  3677.50000000000000
                 122   136.09999999999999   289.47000000000003   339.69999999999999   309.93000000000001   144.81999999999999  4413.11999999999989  5172.64000000000033  3644.22000000000025
                 123   167.97000000000000   315.11000000000001   349.49000000000001   317.41000000000003   158.37000000000000  3739.72000000000025  4566.35000000000036  4835.57999999999993
                 124   164.09999999999999   304.82999999999998   355.59000000000003   321.50999999999999   154.81000000000000  3754.34000000000015  4556.19999999999982  4838.61999999999989
                 125   217.36000000000001   440.26999999999998   551.85000000000002   434.98000000000002   225.92000000000002  4663.26000000000022  3651.80999999999995  4264.55000000000018
                 126   218.61000000000001   441.05000000000001   545.75000000000000   433.32999999999998   222.69000000000000  4706.60000000000036  3664.13999999999987  4217.82999999999993
                 127   140.59000000000000   306.56999999999999   353.75999999999999   312.15000000000003   155.58000000000001  4595.23999999999978  4921.14000000000033  3664.97000000000025
                 128   139.75999999999999   302.47000000000003   346.55000000000001   308.22000000000003   147.89000000000001  4591.88000000000011  4969.50000000000000  3643.73000000000002
                 129   171.80000000000001   303.01999999999998   351.45999999999998   259.35000000000002   149.36000000000001  3550.23000000000002  4745.09000000000015  4919.69000000000051
                 130   168.49000000000001   297.13000000000000   356.12000000000000   247.62000000000000   152.77000000000001  3576.42000000000007  4759.72000000000025  4891.73000000000047
                 131   219.34000000000000   451.44999999999999   496.13999999999999   494.71000000000004   224.28999999999999  4707.71000000000004  3645.15999999999985  4211.19999999999982
                 132   213.42000000000002   449.07999999999998   488.65000000000003   495.31000000000000   219.17000000000002  4742.64000000000033  3672.40999999999985  4169.31999999999971
                 133   133.56999999999999   307.06000000000000   345.36000000000001   255.65000000000001   153.31999999999999  4548.43000000000029  5050.67000000000007  3655.94000000000005
                 134   139.27000000000001   291.54000000000002   349.59000000000003   255.87000000000000   145.41000000000000  4554.19000000000051  5082.22000000000025  3631.90999999999985
                 135   172.77000000000001   303.57999999999998   355.17000000000002   312.13000000000000   151.75000000000000  3754.80000000000018  4636.01000000000022  4763.78999999999996
                 136   167.83000000000001   306.80000000000001   356.47000000000003   313.31999999999999   149.50999999999999  3759.34999999999991  4642.30000000000018  4754.42000000000007
                 137   221.15000000000001   448.13999999999999   548.77999999999997   437.38999999999999   152.37000000000000  3747.28999999999996  3653.01000000000022  5241.86999999999989
                 138   214.94000000000000   441.99000000000001   547.88000000000000   424.80000000000001   154.46000000000001  3774.05999999999995  3662.72000000000025  5229.15000000000055
                 139   135.47000000000000   303.68000000000001   355.76999999999998   320.03000000000003   222.41000000000000  5407.96000000000004  4041.70000000000027  3662.98000000000002
                 140   138.56999999999999   299.56999999999999   351.44000000000000   315.63000000000000   219.15000000000001  5411.25000000000000  4081.68000000000029  3632.71000000000004
                 141   161.91000000000000   299.31999999999999   353.22000000000003   309.37000000000000   151.16000000000000  3860.95000000000027  5641.85999999999967  3672.21000000000004
                 142   165.93000000000001   301.68000000000001   350.03000000000003   307.97000000000003   151.78000000000000  3847.65999999999985  5660.19000000000051  3664.76000000000022
                 143   221.25000000000000   446.82999999999998   501.63999999999999   441.75999999999999   191.38000000000000  3564.69000000000005  3649.36999999999989  5433.07999999999993
                 144   218.75999999999999   448.87000000000000   492.41000000000003   439.51999999999998   198.50999999999999  3591.95000000000027  3652.01999999999998  5407.96000000000004
                 145   136.19000000000000   307.10000000000002   354.36000000000001   311.17000000000002   180.74000000000001  5445.61999999999989  4052.74000000000024  3662.07999999999993
                 146   136.65000000000001   301.84000000000003   345.15000000000003   313.15000000000003   176.13000000000000  5471.67000000000007  4069.09999999999991  3636.30999999999995
                 147   168.38000000000000   302.86000000000001   350.62000000000000   312.50000000000000   153.74000000000001  3810.65999999999985  5643.39000000000033  3707.84999999999991
                 148   169.47999999999999   300.42000000000002   350.94000000000000   313.36000000000001   152.68000000000001  3796.86999999999989  5650.73999999999978  3715.51000000000022
                 149   217.25000000000000   441.44000000000000   504.02000000000004   332.91000000000003   147.65000000000001  3762.61999999999989  3651.46000000000004  5392.65000000000055
                 150   216.02000000000001   443.42000000000002   497.66000000000003   335.79000000000002   152.58000000000001  3774.99000000000024  3654.84999999999991  5374.69000000000051
                 151   138.69000000000000   308.49000000000001   353.99000000000001   412.53000000000003   223.53999999999999  5301.52999999999975  4053.32000000000016  3657.90999999999985
                 152   137.36000000000001   302.12000000000000   349.84000000000003   415.13000000000000   220.98000000000002  5311.63000000000011  4070.94000000000005  3642.00000000000000
                 153   162.88000000000000   300.98000000000002   350.04000000000002   253.16000000000000   150.47000000000000  3960.78999999999996  5625.42000000000007  3646.26000000000022
                 154   166.75000000000000   297.94999999999999   349.86000000000001   251.75000000000000   149.12000000000000  3963.13999999999987  5628.39000000000033  3643.03999999999996
                 155   222.62000000000000   448.59000000000003   548.68000000000006   391.25999999999999   152.96000000000001  3552.53999999999996  3674.57000000000016  5458.77999999999975
                 156   220.81000000000000   449.55000000000001   546.32000000000005   393.84000000000003   150.00999999999999  3570.53999999999996  3675.74000000000024  5443.19000000000051
                 157   138.27000000000001   301.38999999999999   349.82999999999998   359.38999999999999   221.87000000000000  5371.15999999999985  4053.63999999999987  3654.45000000000027
                 158   135.75000000000000   298.67000000000002   350.28000000000003   352.88999999999999   224.56999999999999  5384.98000000000047  4062.94000000000005  3639.92000000000007
                 159   167.17000000000002   302.04000000000002   349.95999999999998   311.66000000000003   151.44000000000000  3901.88000000000011  5626.77000000000044  3639.07999999999993
                 160   165.96000000000001   302.18000000000001   352.22000000000003   310.63000000000000   150.70000000000002  3897.30000000000018  5634.47000000000025  3636.53999999999996
                 161   220.68000000000001   445.21000000000004   433.15000000000003   315.11000000000001   148.86000000000001  3743.36000000000013  3684.15999999999985  5459.47000000000025
                 162   217.34999999999999   447.24000000000001   433.03000000000003   313.25999999999999   152.61000000000001  3757.09999999999991  3676.67000000000007  5452.73999999999978
                 163   138.08000000000001   302.06999999999999   418.06999999999999   434.79000000000002   223.83000000000001  4330.36999999999989  4046.99000000000024  4555.80000000000018
                 164   136.94000000000000   298.97000000000003   415.44999999999999   437.15000000000003   222.78000000000000  4338.35999999999967  4053.61000000000013  4546.73999999999978
                 165   164.33000000000001   302.92000000000002   348.79000000000002   314.60000000000002   149.59999999999999  4946.17000000000007  4578.09000000000015  3645.50000000000000
                 166   165.71000000000001   299.70999999999998   349.65000000000003   311.19000000000000   150.75999999999999  4942.44000000000051  4589.64000000000033  3640.90000000000009
                 167   137.69000000000000   300.34000000000003   350.06999999999999   312.19999999999999   150.56999999999999  3756.30999999999995  4729.65999999999985  4713.15999999999985
                 168   139.00000000000000   300.54000000000002   352.25999999999999   314.94000000000000   150.03000000000000  3752.92000000000007  4725.14000000000033  4715.17000000000007
                 169   220.23000000000002   448.91000000000003   548.70000000000005   436.87000000000000   225.81999999999999  4534.90999999999985  3647.13999999999987  4387.42000000000007
                 170   218.30000000000001   449.40000000000003   549.10000000000002   434.80000000000001   224.56999999999999  4545.27999999999975  3648.36000000000013  4380.19000000000051
                 171   164.72000000000000   301.88000000000000   350.94000000000000   314.47000000000003   148.99000000000001  4543.21000000000004  4980.98000000000047  3644.80999999999995
                 172   165.38000000000000   299.23000000000002   350.93000000000001   311.93000000000001   151.03999999999999  4541.61999999999989  4986.75000000000000  3643.11999999999989
                 173   137.44000000000000   300.80000000000001   350.28000000000003   249.56999999999999   150.47000000000000  3755.86999999999989  4731.76000000000022  4773.81000000000040
                 174   137.94000000000000   300.25000000000000   349.70999999999998   251.05000000000001   150.59000000000000  3757.84999999999991  4732.56999999999971  4770.03999999999996
                 175   220.81000000000000   449.31000000000000   498.24000000000001   500.17000000000002   223.96000000000001  4579.81999999999971  3652.25000000000000  4325.44000000000051
                 176   218.28999999999999   449.63999999999999   498.99000000000001   498.71000000000004   225.22000000000000  4584.01000000000022  3650.03000000000020  4325.10999999999967
                 177   164.39000000000001   300.53000000000003   351.80000000000001   250.18000000000001   150.25999999999999  4697.69000000000051  4893.55000000000018  3641.59999999999991
                 178   165.64000000000001   298.70999999999998   350.13000000000000   251.24000000000001   149.74000000000001  4695.02999999999975  4895.84000000000015  3643.67000000000007
                 179   137.22000000000000   263.19999999999999   349.69000000000000   312.05000000000001   150.77000000000001  3755.36999999999989  4823.11999999999989  4658.57999999999993
                 180   138.15000000000001   262.70999999999998   350.44000000000000   312.45999999999998   150.44000000000000  3752.92000000000007  4821.60000000000036  4661.27999999999975
                 181   247.59999999999999   449.97000000000003   550.25000000000000   437.76999999999998   224.43000000000001  4455.89000000000033  3645.20000000000027  4438.89000000000033
                 182   247.47000000000000   450.03000000000003   549.89999999999998   437.98000000000002   224.48000000000002  4460.10000000000036  3643.44000000000005  4436.60000000000036
                 183   137.12000000000000   299.20999999999998   349.75999999999999   312.38999999999999   149.78999999999999  4824.60000000000036  4736.60000000000036  3640.53000000000020
                 184   137.64000000000001   299.95999999999998   349.73000000000002   312.25000000000000   149.97999999999999  4824.15000000000055  4735.81999999999971  3640.47000000000025
                 185   137.87000000000000   300.25999999999999   350.31000000000000   312.17000000000002   150.31000000000000  3555.25000000000000  4984.46000000000004  4659.36999999999989
                 186   137.53000000000000   300.43000000000001   349.55000000000001   313.04000000000002   149.97999999999999  3556.15000000000009  4984.48999999999978  4658.82999999999993
                 187   247.90000000000001   448.91000000000003   500.25000000000000   437.69999999999999   224.71000000000001  4503.30000000000018  3644.88999999999987  4442.34000000000015
                 188   246.72000000000000   448.78000000000003   500.06000000000000   436.03000000000003   224.81000000000000  4506.85999999999967  3647.63000000000011  4439.10999999999967
                 189   137.28000000000000   300.65000000000003   349.43000000000001   313.74000000000001   150.15000000000001  4777.50000000000000  4779.19000000000051  3642.05999999999995
                 190   137.58000000000001   300.16000000000003   349.91000000000003   312.09000000000003   149.74000000000001  4775.80000000000018  4781.90999999999985  3642.80999999999995
                 191   136.97999999999999   300.90000000000003   351.32999999999998   313.38999999999999   150.78000000000000  3751.45000000000027  4897.97000000000025  4547.19999999999982
                 192   138.65000000000001   301.38999999999999   349.28000000000003   311.94000000000000   150.37000000000000  3752.61000000000013  4897.00000000000000  4548.76000000000022
                 193   247.21000000000001   449.75000000000000   454.69999999999999   250.05000000000001   149.34999999999999  3752.53000000000020  3685.63999999999987  5460.77000000000044
