                   l                  ete               etedev              etepara           eteparadev              eteperp           eteperpdev                  rog               rogdev
                 100    56.90616312410992     2.43141273151418     0.65283363979483     0.13184717921474    56.88856333155613     2.43959876597512    36.01753042969021     0.35893736955668
                 200    45.11510099133989     3.64641597657810     1.31005225975031     0.23037002047693    45.02494286483555     3.68117348744651    34.28460942228677     0.55762269988410
                 300    36.82579515246281     1.25361115696046     1.94935352753315     0.14131839596991    36.61322822889439     1.28397663642807    32.80171922646390     0.30601869237550
                 400    34.13769223583338     0.50943404478683     2.34946288589955     0.11304932312083    33.83197184319783     0.53619486234758    31.91015036538230     0.24320355052569
                 500    33.08804038203562     0.19677229553919     2.62358172844285     0.06892676661013    32.71487155034642     0.21605823829822    31.30126714479681     0.15380947422596
