                   l                  ete               etedev                  rog               rogdev               maxete                    t
                 100    56.90616312410992     2.43141273151418    36.01753042969021     0.35893736955668   149.00335566691106    11.41940092660403
                 200    45.11510099133989     3.64641597657810    34.28460942228677     0.55762269988410   134.00746247877393    50.46141451688393
                 300    36.82579515246281     1.25361115696046    32.80171922646390     0.30601869237550   127.03542812932147    99.17572758514116
                 400    34.13769223583338     0.50943404478683    31.91015036538230     0.24320355052569   120.03332870498926   151.26453711274229
                 500    33.08804038203562     0.19677229553919    31.30126714479681     0.15380947422596   118.44830095868831   196.89308097538512
